Portfolio 3,10/1/2011,10/31/2011,11/30/2011,12/30/2011,1/29/2012,2/28/2012,3/29/2012,4/28/2012,5/23/2012,6/22/2012,7/22/2012,8/21/2012,9/20/2012,10/20/2012,11/19/2012,12/19/2012,1/18/2013,2/15/2013,3/17/2013,4/16/2013,5/16/2013,6/15/2013,7/15/2013,8/14/2013,9/13/2013,10/13/2013,11/12/2013,12/12/2013,1/11/2014,2/10/2014,3/12/2014,4/11/2014,5/11/2014,6/10/2014,7/10/2014,8/9/2014,9/8/2014,10/8/2014,11/7/2014,12/7/2014,1/6/2015,2/5/2015,3/7/2015,4/6/2015,5/6/2015,6/5/2015,7/5/2015,8/4/2015,9/3/2015,10/3/2015,11/2/2015,12/2/2015,12/30/2015,1/29/2016,2/28/2016,3/29/2016,4/28/2016,5/25/2016,6/24/2016,7/24/2016,8/23/2016,9/22/2016,10/22/2016,11/21/2016,12/21/2016,1/20/2017,2/17/2017,3/19/2017,4/18/2017,5/18/2017,6/17/2017,7/17/2017,8/16/2017,9/15/2017,10/15/2017,11/14/2017,12/14/2017,1/13/2018,2/12/2018,3/14/2018,4/13/2018,5/13/2018,6/12/2018,7/12/2018,8/11/2018,9/10/2018,10/10/2018,11/9/2018,12/9/2018,1/8/2019,2/7/2019,3/9/2019,4/8/2019,5/8/2019,6/7/2019,7/7/2019,8/6/2019,9/5/2019,10/5/2019,11/4/2019,12/4/2019,1/3/2020,2/2/2020,3/3/2020,4/2/2020,5/2/2020,6/1/2020,7/1/2020,7/31/2020,8/30/2020,9/29/2020,10/29/2020,11/28/2020,12/28/2020,1/27/2021,2/26/2021,3/28/2021,4/27/2021,5/27/2021,6/26/2021,7/26/2021,8/25/2021,9/24/2021
ABBV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0896350,0.0574001,0.0154337,0.1124214,0.0885748,-0.0692491,0.0374332,-0.0008965,0.0069538,0.0320784,0.0248219,0.1034120,-0.0488643,-0.0056191,0.0421796,-0.1003098,0.1272062,0.0305518,0.0337224,-0.0444524,0.0423935,0.0498470,0.0541652,0.1287805,-0.0733218,-0.0985543,-0.0422487,0.0372704,0.1098768,0.0541132,0.0121662,0.0253591,-0.1196569,-0.0795713,0.1182075,-0.0893026,0.0283749,-0.0819398,-0.0052823,0.0446805,0.0727432,0.0041004,-0.0222150,0.0745072,0.0287624,-0.0164727,-0.0608482,-0.0114529,0.0170473,-0.0048820,0.0017840,0.0652420,-0.0326748,0.0311076,0.0870029,0.0190636,-0.0313618,0.2406987,0.0420053,0.0407513,0.0163588,0.0642783,0.0921065,0.0626284,-0.2279300,0.1531090,-0.0659175,-0.0333637,0.0122372,-0.0305848,-0.0078874,-0.0460894,-0.0132898,0.0362972,-0.1279877,-0.0137678,0.0755635,-0.0713265,-0.0071804,-0.0802015,-0.0905644,0.0348927,0.1089065,0.1165075,0.0507290,0.0172018,-0.0721533,0.0640340,-0.1420578,0.0895781,0.1079892,0.0930540,-0.0426669,0.0090612,-0.0927221,-0.0715848,0.2963927,-0.0108051,-0.0063799,0.0481564,-0.0093744,0.0441300,0.0078966,0.0060541,0.0423894,0.0221581,-0.1107143
CL,-0.0177976,0.0235561,0.0123921,0.0098361,-0.0311688,0.0386506,0.0400086,0.0231644,0.0069587,0.0152439,0.0290290,0.0282101,0.0104068,0.0084270,-0.0072423,-0.0082305,0.0281026,0.0202151,0.0203599,0.0630679,0.0454165,-0.0439243,-0.0137492,0.0314519,-0.0204384,0.0353357,0.0518446,-0.0115884,0.0112553,-0.0490029,0.0276333,0.0330592,0.0287858,0.0223248,0.0106275,-0.0628061,-0.0218260,0.0342552,0.0338803,0.0204262,-0.0234735,0.0291992,-0.0028657,0.0051732,-0.0308792,-0.0340758,0.0073305,0.0377502,-0.0807889,0.0386205,0.0327467,-0.0268188,0.0281669,0.0000000,-0.0279876,0.0741926,0.0092186,0.0180063,-0.0012735,0.0517144,0.0041762,-0.0135498,-0.0339997,-0.0677179,-0.0025672,0.0287661,0.0607132,0.0252848,0.0077236,-0.0059164,0.0401731,-0.0560468,-0.0090922,0.0048658,0.0480077,-0.0302310,-0.0029948,0.0297652,-0.0693450,-0.0028494,0.0230033,-0.1335196,0.0272405,0.0225953,0.0058309,0.0245614,-0.0495831,-0.0004700,-0.0040752,-0.0470570,0.0743187,0.0122982,0.0329537,0.0436636,0.0422595,-0.0082444,-0.0481058,0.0635648,-0.0359402,-0.0867076,0.0408194,-0.0008813,0.1015878,-0.0420392,-0.0502926,0.0192167,0.0467761,0.0041248,0.0570998,0.0266839,-0.0383548,0.0059040,0.1169949,-0.0026857,-0.0864067,-0.0362681,0.0625000,-0.0167710,0.0653004,-0.0235393,0.0290015,-0.0765846,-0.0131359
BMO,-0.1306864,0.0941198,-0.0087882,-0.0654731,0.0585660,0.0136160,0.0108825,-0.0013457,-0.0934987,-0.0040665,0.0501114,0.0378226,0.0163488,0.0053619,-0.0300000,0.0592784,0.0345499,-0.0199969,0.0016067,-0.0076997,-0.0240866,-0.0167302,0.0222372,0.0248846,0.0355363,0.0559006,0.0204412,-0.0673008,0.0214771,-0.0487067,0.0481794,0.0370146,0.0131656,0.0223794,0.0581839,-0.0266916,0.0527903,-0.0309977,-0.0360215,-0.0362521,-0.0251736,-0.0819234,-0.0224701,0.0135604,0.0502529,-0.0549946,-0.0386323,-0.0511286,-0.0531627,0.0728968,0.0241263,0.0337779,-0.0145732,-0.0577465,0.0280269,0.0912395,0.0804464,0.0024756,-0.0330298,0.0256983,0.0417056,-0.0118016,-0.0260015,0.0229707,0.0983159,0.0219644,0.0541570,-0.0329160,-0.0218900,-0.0689138,0.0395720,0.0751445,-0.0420928,0.0295688,0.0357665,-0.0127086,0.0221038,0.0507569,-0.0746973,-0.0061494,-0.0089521,0.0487513,-0.0110196,0.0037141,0.0079112,0.0307634,-0.0143699,-0.0675389,-0.0812508,-0.0059636,0.0702371,0.0497676,-0.0001302,0.0186271,-0.0476982,0.0307506,-0.0674831,-0.0319922,0.0412758,0.0395010,0.0017333,0.0308798,-0.0241446,-0.1103467,-0.2870315,0.0131414,0.0473543,0.0334185,0.0561157,0.1449928,-0.0816423,0.0433368,0.1938926,0.0438669,-0.0011856,0.0753099,0.0953023,0.0552072,0.1070784,-0.0132285,-0.0290460,0.0379190,-0.0215924
CI,-0.1340697,0.1090545,-0.0024808,-0.0504183,0.0595238,-0.0035955,0.1044204,-0.0559526,-0.0942180,0.0367394,-0.0888151,0.0799708,0.0564934,0.0722199,0.0311941,0.0341040,0.0495621,0.0999460,0.0168631,0.0690710,0.0144578,0.0136580,0.1114528,0.0276716,0.0725734,-0.0526001,0.0233438,0.0392109,0.0533935,-0.1356161,0.0333594,-0.0276166,0.1481001,0.0147972,0.0273820,-0.0248104,0.0666593,-0.0478075,0.0828046,0.0595010,-0.0326087,0.1060516,0.0872394,0.0803213,-0.0494651,0.1134169,0.1473835,-0.1010246,-0.0157759,-0.0136280,-0.0425227,0.0447850,0.0879390,-0.0902281,0.0449850,-0.0110307,0.0135439,-0.0780749,-0.0122970,0.0978780,-0.0514229,-0.0075188,-0.0601515,0.1049492,-0.0000730,0.0561757,0.0111995,0.0527306,-0.0086680,0.0686157,0.0634603,0.0230823,0.0325507,0.0344157,-0.0056974,0.0656792,0.0329208,0.0546088,-0.0986729,-0.1378384,0.0285834,0.0343140,0.0072096,-0.0327704,0.0508788,0.0253081,0.1266903,0.0365767,-0.0531587,-0.0783676,-0.0209024,-0.1200796,0.0230398,-0.0650538,0.0061338,0.0270528,0.0123045,-0.0776936,-0.0119205,0.2273458,0.0743775,0.0327336,-0.0561571,-0.0131407,-0.1080053,0.0935964,0.0730730,-0.0383645,-0.0934908,0.0271006,-0.0736314,-0.0055383,0.2799266,-0.0333748,0.0514444,-0.0125141,0.1793711,0.0116744,0.0361763,-0.0749904,-0.0483253,-0.0746367,-0.0354794
CSCO,-0.0398230,0.2198815,0.0059363,-0.0300429,0.0818584,0.0327198,0.0410891,-0.0413695,-0.1519309,0.0263631,-0.0618797,0.1922838,-0.0026096,-0.0481423,0.0060473,0.1076503,0.0370005,-0.0019020,0.0323964,-0.0235348,0.1290170,0.0339054,0.0497976,0.0173544,-0.0780895,-0.0402961,0.0167095,-0.1356932,0.0819113,0.0288418,-0.0442400,0.0293309,0.0325022,0.0780509,0.0176000,-0.0082547,-0.0110979,-0.0116232,0.0271695,0.0750099,-0.0066104,0.0077634,0.0770360,-0.0728883,0.0642910,-0.0134622,-0.0475857,0.0297575,-0.0759900,0.0366795,0.0715084,-0.0462287,0.0102752,-0.1358518,0.1004624,0.0733384,-0.0049822,0.0244421,-0.0404564,0.1095495,0.0061708,0.0219496,-0.0379027,-0.0134603,0.0123128,-0.0105194,0.1235431,0.0160047,-0.0469662,-0.0394858,0.0194391,-0.0153173,0.0266667,0.0030921,0.0339088,0.0149076,0.1133960,0.0696570,0.0014800,0.1152709,-0.0503534,0.0627907,-0.0385120,-0.0081930,0.0039009,0.0758857,-0.0305927,0.0324348,-0.0053067,-0.0704225,0.0720845,0.1117773,0.0687596,-0.0364030,0.0460071,0.0046487,-0.0638904,-0.0794677,-0.0134242,-0.0060708,-0.0756108,0.0852130,-0.0230947,-0.1394799,-0.0059940,0.0389447,0.1197098,-0.0051836,0.0225792,-0.1036093,-0.0748460,-0.0862775,0.2053797,0.0441655,0.0173642,-0.0181619,0.1704925,-0.0218964,0.0301733,0.0007559,0.0473943,0.0699477,-0.0441449
GM,-0.1432914,0.3101875,-0.1764023,-0.0479098,0.1953626,0.0788279,-0.0317521,-0.0912683,-0.0631808,-0.0418605,-0.0631068,0.1207254,0.1289875,0.0081900,0.0125914,0.0902527,0.0772627,-0.0528830,0.0100865,0.0509986,0.0990838,0.0413708,0.0821227,-0.0254795,0.0137757,-0.0202440,0.0376451,0.0924714,-0.0117353,-0.1182415,-0.0011461,-0.0840505,0.0905105,0.0453762,0.0370879,-0.1046358,-0.0165680,-0.0318893,-0.0183344,0.0345046,0.0664015,0.0401722,0.0388966,-0.0265534,-0.0515548,0.0100661,-0.0703303,-0.0346095,-0.0764594,0.0910340,0.1199622,0.0044982,-0.0516575,-0.1366152,-0.0067476,0.0594429,0.0400769,-0.0093897,-0.1042654,0.1308642,-0.0049906,0.0153605,0.0182155,0.0009096,0.1033020,0.0161999,-0.0066720,-0.0405696,-0.0565668,-0.0362125,0.0578996,0.0590975,-0.0173172,0.0875524,0.1769547,-0.0603147,-0.0509302,0.0828228,-0.0495587,-0.1026190,0.0275935,-0.0542215,0.2061152,-0.1111363,-0.0791953,-0.0633296,-0.0374963,0.0950920,-0.0358543,0.0113306,0.1103131,-0.0007762,0.0113931,-0.0217614,-0.0711856,0.0772048,0.0222338,-0.0089560,-0.1027627,0.1047482,-0.0674655,0.0145251,-0.0715859,-0.0948992,-0.4039974,0.1407367,0.2983133,-0.0734967,-0.0028045,0.1904379,-0.0300371,0.2139875,0.2565205,-0.0497263,0.1843495,0.0403324,0.0898110,0.0541652,0.0135662,-0.0189058,-0.0489427,-0.1088399,0.0509054
LIN,-0.0656890,0.1082407,0.0032458,0.0480392,-0.0047708,0.0309240,0.0428519,0.0115405,-0.0442886,-0.0215453,0.0087320,0.0164659,0.0048135,-0.0303086,0.0037051,0.0260293,0.0472325,-0.0214977,0.0257830,-0.0253120,0.0351403,0.0390351,-0.0167159,0.0236971,0.0104001,0.0147755,0.0147239,0.0050786,0.0490857,-0.0238532,0.0344612,-0.0384615,0.0320472,0.0192264,-0.0128752,-0.0251005,0.0308805,-0.0572701,0.0138466,0.0110523,-0.0247521,-0.0023219,0.0131611,-0.0316040,-0.0197121,0.0127660,-0.0289998,-0.0379264,-0.0915425,0.0323270,0.0567989,-0.0179747,-0.0852837,-0.0308199,0.0179000,0.1048237,0.0515739,-0.0634281,-0.0120039,0.0675492,0.0400034,-0.0333197,0.0100532,-0.0235865,0.0153332,-0.0096178,0.0070326,0.0069835,0.0006766,0.0849391,0.0630210,-0.0140701,-0.0070611,0.0047159,0.0526747,0.0448722,0.0102283,0.0868982,-0.0515114,0.0246504,-0.0698870,0.0813485,0.0182392,0.0282013,-0.0697450,0.0100441,0.0137294,0.0222138,-0.0285414,0.0079026,0.0160607,0.0659033,0.0791686,-0.0449037,0.1331710,0.0080980,-0.0640155,-0.0087942,0.0079102,0.0645880,0.0099123,0.0123798,0.0203644,-0.0670837,-0.1601924,0.1131696,0.1235082,0.0465354,0.1412674,0.0188895,-0.0532954,-0.0701688,0.1663937,0.0140395,-0.0658026,0.0055988,0.1503664,0.0327758,0.0364219,-0.0368708,0.0303083,0.0481790,-0.0082787
MDLZ,-0.0495832,0.0632502,0.0273556,0.0338123,0.0216680,-0.0044018,-0.0052251,0.0545455,0.0217129,0.0007871,0.0090444,0.0487140,0.0118915,-0.0084466,-0.0433333,0.0042586,0.0824981,-0.0395399,0.0595060,0.0819498,0.0270976,-0.0356008,-0.0052736,0.0470510,-0.0015823,-0.0275753,0.0570404,0.0477953,0.0359035,-0.0590909,0.0537440,-0.0169054,0.0955990,0.0042565,0.0063576,-0.0586997,-0.0123043,-0.0263307,0.0979936,0.0127119,-0.0588389,0.0075021,-0.0231660,0.0446076,0.0391892,0.0408322,0.0309845,0.1051866,-0.0517544,0.0242831,0.0485437,-0.0555556,0.0423729,-0.0529554,-0.0596288,-0.0106094,0.0817955,0.0463796,-0.0440977,0.0825645,-0.0557255,0.0037028,-0.0175236,0.0086834,0.0439739,0.0073546,-0.0561848,0.0456471,0.0067507,0.0058114,0.0106667,-0.0393580,0.0114443,-0.0753564,0.0168869,0.0235860,0.0056431,0.0051438,-0.0107002,0.0317423,-0.0407931,-0.0681872,0.0308516,0.0499629,-0.0129564,0.0238663,-0.0146853,0.0480246,-0.0083521,-0.0421125,0.1050380,0.0133333,0.0528438,0.0282201,0.0590080,0.0262866,-0.0470779,0.0626538,-0.0190595,-0.0604685,0.0309239,0.0168729,0.0610251,-0.0479583,-0.0804891,-0.0063517,0.0437475,-0.0223923,0.0863352,0.0528023,-0.0332078,-0.0582507,0.0800902,0.0142733,-0.0317488,-0.0577809,0.1320542,-0.0242606,0.0781676,-0.0018954,0.0261117,-0.0458051,-0.0244060
CAT,-0.2032750,0.3389086,0.0362058,-0.0743768,0.2186534,0.0484558,-0.0841396,-0.0306546,-0.1441534,-0.0713739,-0.0397834,0.1067664,0.0249197,-0.0806138,-0.0171603,0.0857450,0.0752285,0.0044122,-0.0653697,-0.0755372,0.0504782,-0.0329569,0.0414681,-0.0180778,0.0138662,-0.0088496,-0.0277134,0.0205128,0.0504850,0.0512849,0.0245503,0.0478207,0.0468211,0.0292844,0.0004574,-0.0444404,0.0326316,-0.1043462,0.0528712,-0.0639741,-0.0921785,-0.0335376,-0.0330262,0.0084148,0.0674929,-0.0108058,-0.0337013,-0.0787733,-0.0280679,-0.0707858,0.0745880,-0.0445252,-0.0545079,-0.0939001,0.0877249,0.1227474,0.0228917,-0.0549551,0.0063387,0.0775024,0.0676071,-0.0060707,0.0298204,0.0803582,0.0099031,0.0081006,0.0591450,-0.0349014,-0.0105870,0.0617650,0.0725404,0.0125593,0.0485116,0.0635296,0.0832166,0.0461702,0.0635452,0.1574378,-0.1005257,0.0016416,-0.0151436,0.0336151,0.0142324,-0.1147374,-0.0315593,0.0520664,0.0117564,-0.1169635,-0.0277362,0.0517060,-0.0076289,0.0336232,0.0504094,-0.0562867,-0.0567639,0.0834003,-0.0946307,0.0074541,-0.0222782,0.2217879,-0.0462837,0.0593777,-0.1257747,-0.0415350,-0.0614247,-0.0772657,0.1186409,0.0461411,0.0541012,0.0709663,0.0358373,0.0492504,0.1223249,0.0275361,0.0126703,0.1951503,0.0664258,0.0005212,0.0474950,-0.1036555,-0.0242290,0.0176752,-0.0835351
RY,-0.1196343,0.1042889,-0.0598937,0.1080670,0.0251177,0.0691041,0.0404655,-0.0051626,-0.1038117,-0.0062721,-0.0005917,0.0763766,0.0649065,0.0161846,-0.0393087,0.0795414,0.0181343,0.0161447,-0.0505243,0.0080321,-0.0059761,-0.0083500,0.0067363,0.0369689,0.0198419,0.0408099,0.0124620,-0.0384269,0.0238839,-0.0349139,0.0287520,0.0181204,0.0182504,0.0222189,0.0663672,-0.0122299,0.0132068,-0.0099117,-0.0194734,-0.0272727,-0.0474479,-0.0848302,0.0069273,0.0117936,0.0639469,-0.0269324,-0.0555121,-0.0390728,-0.0616816,0.0187293,0.0264960,0.0108867,-0.0436236,-0.0575685,-0.0052693,0.1232097,0.0824454,-0.0011483,-0.0246346,0.0171746,0.0528058,-0.0150943,-0.0007982,0.0603930,0.0337502,0.0297333,0.0749005,-0.0466746,-0.0106796,-0.0476658,0.0504932,0.0511491,-0.0186642,0.0256759,0.0503311,-0.0107188,0.0140217,0.0707731,-0.0713783,-0.0087231,-0.0283127,0.0346502,-0.0247368,0.0032518,0.0005186,0.0206039,-0.0205688,-0.0587244,-0.0333287,0.0058413,0.0805949,0.0082580,0.0094904,0.0122344,-0.0118321,0.0346337,-0.0535092,0.0000000,0.0425979,0.0317781,-0.0281105,-0.0012575,-0.0080584,-0.0454430,-0.2155585,0.0227157,0.1161943,0.0011880,0.0247701,0.1017513,-0.0788229,-0.0052767,0.1753405,-0.0020737,-0.0058673,0.0462314,0.0933130,0.0155864,0.1062659,-0.0272675,-0.0129832,0.0531141,-0.0436223
SRE,-0.0506763,0.0782661,-0.0100503,0.0340290,0.0358182,0.0247499,0.0149024,0.0926582,0.0088245,0.0496720,0.0331845,-0.0241970,-0.0436900,0.0509338,-0.0320164,0.0963435,0.0128702,0.0470784,0.0415234,0.0322499,0.0207872,-0.0277142,0.0591151,0.0003510,-0.0094748,0.0279877,0.0204480,-0.0249916,0.0490705,0.0200308,0.0205006,0.0194544,0.0151421,0.0233960,0.0227613,-0.0146413,0.0620109,0.0077418,0.0411884,-0.0265801,-0.0044749,0.0404550,-0.0477870,0.0228704,-0.0656287,0.0062972,-0.0381246,0.0005005,-0.0657263,0.0532177,0.0409719,-0.0391640,-0.0441399,-0.0010543,0.0185752,0.0791628,-0.0101776,0.0323791,0.0550775,0.0232010,-0.0534101,0.0347151,-0.0485621,-0.0522764,0.0213619,0.0058916,0.0199460,0.0428909,0.0191141,-0.0154667,0.0471289,-0.0340576,0.0440061,0.0199213,-0.0404896,0.0678840,-0.0527694,-0.0753153,-0.0041098,0.0585256,-0.0198476,-0.0371542,0.0997089,-0.0128063,-0.0063997,0.0235878,-0.0181973,0.0107397,-0.0043702,-0.0228935,0.0395490,0.0438061,0.0373407,-0.0158854,0.0694179,0.0299651,-0.0331360,0.0589860,0.0324332,-0.0040292,0.0119309,0.0012197,0.0900108,-0.1244257,-0.2464899,0.1680783,0.0398808,-0.0598125,0.0256283,-0.0065081,-0.0604125,0.0950250,0.0020437,-0.0077659,-0.0517037,-0.0330971,0.1397655,0.0207277,0.0027422,0.0146341,-0.0479312,0.0068095,-0.0138308
TT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0501462,0.0051511,-0.0680055,0.0312082,0.0207523,-0.0722858,0.0156749,0.0491459,0.0072836,-0.0284985,-0.0474314,0.0597518,0.0367211,-0.0276112,0.0685501,0.0672393,-0.0462777,0.0522152,-0.0498747,-0.0530203,0.0935933,0.0410087,0.0680206,0.0797251,0.0316147,0.0000000,-0.0466886,0.0160734,-0.0408748,0.1266327,-0.0199450,0.0354887,0.0228483,0.0038807,-0.2187441,0.0276370,0.0620082,-0.0173615,0.2589467,0.0582819,0.0239040,0.0893417,0.1074593,-0.0139497,-0.0372399,0.1037960,0.0870530,0.0433425,0.0690449,-0.0164693,0.0930831,-0.0015019,-0.0812735
VTR,-0.0923512,0.1659085,-0.0511294,0.0447955,0.0532312,-0.0365782,0.0167381,0.0337282,0.0274446,0.0463000,0.0794251,-0.0173441,-0.0178285,0.0255945,0.0000000,-0.0127434,0.0322696,0.0664330,0.0106838,0.1076598,0.0444869,-0.1210290,-0.0099152,-0.1132289,-0.0196721,0.0353029,-0.0454056,-0.0902425,0.0841083,0.0508959,-0.0275712,0.0315240,0.0600362,-0.0462300,0.0118047,-0.0144953,0.0252915,-0.0241428,0.0717103,0.0500167,0.0508205,0.0538205,-0.1181125,0.0986949,-0.1275427,-0.0527570,-0.0114984,0.0627045,-0.0687532,0.0527089,-0.0493719,-0.0288126,0.0616798,-0.0231326,0.0063268,0.1356206,-0.0151851,0.0756070,0.0569611,0.0603411,0.0000000,-0.0343336,-0.0361142,-0.1382515,0.0305022,0.0122649,-0.0009643,-0.0262227,0.1034198,0.0095823,0.0344061,-0.0136201,-0.0321221,0.0415978,-0.0896770,0.0300919,-0.0242927,-0.1408761,-0.0744681,-0.0154578,-0.0229469,0.0951792,0.0379985,0.0583545,-0.0243151,0.0403650,-0.0738866,0.0941712,0.0785750,-0.0970829,0.1017094,-0.0197052,-0.0153530,-0.0183250,0.0581300,0.0848035,-0.0191155,0.0852240,-0.0125972,-0.1526873,-0.0704789,-0.0165432,0.0148940,-0.0996202,-0.5587728,0.3085615,0.1790103,0.0794366,0.0010438,0.0742961,0.0332444,-0.0629403,0.2007519,0.0302651,-0.0660454,0.1475054,0.0236295,0.0277008,-0.0089847,0.0518586,0.0299948,-0.0773222,0.0045347
CVS,-0.0785355,0.1019108,0.0690889,0.0499485,0.0279549,0.0713263,-0.0138054,0.0074509,0.0390751,0.0213618,-0.0237473,0.0182995,0.0477756,-0.0324200,-0.0255080,0.0814108,0.0689231,-0.0123648,0.0524257,0.0711896,0.0301926,-0.0016844,0.0232833,-0.0169827,0.0046964,-0.0035058,0.0715363,0.0564415,0.0145035,-0.0234865,0.0887362,-0.0041164,0.0584183,0.0156209,-0.0180723,0.0228430,0.0387953,0.0137592,0.0710131,0.0269292,0.0382327,0.0692985,0.0172688,0.0090732,-0.0440878,0.0109234,0.0486243,0.0491365,-0.0761186,0.0037405,-0.0155928,-0.0585774,0.0494208,-0.0217744,0.0060048,0.0545436,-0.0122963,-0.0431584,-0.0411071,0.0053453,0.0343471,-0.0688804,-0.0283758,-0.1568182,0.0761456,0.0214152,-0.0460857,-0.0109173,-0.0072317,-0.0208307,0.0193161,0.0025608,0.0121328,0.0494637,-0.1290129,-0.0276091,0.0051107,0.1220339,-0.1204683,-0.0403607,-0.0539896,0.0534447,-0.0070338,0.0247174,0.0222091,0.0883453,0.0433633,0.0115307,-0.0812978,-0.0655849,-0.0405662,-0.1825095,0.0074419,0.0293629,-0.0326516,0.0257789,-0.0220575,0.1602884,-0.0122690,0.0975964,0.1022928,-0.0190667,-0.0902542,-0.0655909,-0.1140070,0.0819347,0.0949124,-0.0164534,-0.0250929,-0.0130283,-0.0737283,-0.0279805,0.2120508,0.0042779,0.0637485,-0.0592378,0.1199178,-0.0155963,0.1505792,-0.0266142,-0.0148597,0.0084470,0.0136413
DOW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.0817148,-0.0224848,-0.0541910,-0.0842951,-0.0240828,0.0417435,0.1992473,-0.0348902,0.0026779,-0.1083556,-0.1322208,-0.3089250,0.1794506,0.1678766,0.0554261,0.0076074,0.0988797,0.0321365,-0.0068714,0.1461622,0.0241464,0.0018420,0.0904578,0.0773900,-0.0195618,0.0959298,-0.0838916,-0.0141494,0.0299952,-0.1105370
DUK,0.0478469,0.0360223,0.0210578,0.0551559,-0.0395455,-0.0056791,-0.0047596,0.0248685,0.0344004,0.0568129,-0.0457459,0.0085496,-0.0322434,0.0245581,-0.0688550,0.0616495,0.0318147,0.0354480,0.0229210,0.0567366,-0.0327579,-0.0493255,0.0496674,-0.0280242,-0.0502753,0.0462243,0.0457859,-0.0492192,-0.0061593,0.0438247,-0.0053718,0.0210347,-0.0011136,-0.0174192,0.0266629,-0.0111894,0.0462420,0.0288423,0.0652823,-0.0054825,0.0314835,0.0299287,-0.1379151,0.0465490,-0.0233896,-0.0465908,0.0000000,0.0146877,-0.0627706,0.0548499,-0.0123153,-0.0838182,0.0653778,0.0430808,-0.0135458,0.0829295,-0.0261064,0.0024752,0.0712151,0.0516802,-0.0604453,0.0130141,-0.0498121,-0.0506378,0.0345291,0.0042857,0.0110968,0.0359877,0.0206948,0.0047067,0.0437237,-0.0329152,0.0271332,0.0114703,-0.0019473,0.0454493,-0.0387529,-0.1043856,-0.0205305,0.0024736,-0.0042857,0.0151298,-0.0687396,0.1106512,0.0054658,0.0169261,-0.0052242,0.0451881,0.0576069,-0.0489449,0.0394981,0.0098346,-0.0027667,-0.0256353,-0.0086560,0.0301011,-0.0082534,0.0504948,0.0375763,-0.0338423,-0.0500854,0.0163013,0.0804204,-0.0210914,-0.1696475,0.0408112,0.0582113,-0.0630146,0.0342976,-0.0519235,0.0257655,0.1192816,0.0045533,-0.0260091,0.0161773,-0.0667321,0.1400865,0.0105554,0.0141973,0.0000000,0.0456954,0.0076496,-0.0656671
