Portfolio 3,10/1/2011,10/31/2011,11/30/2011,12/30/2011,1/29/2012,2/28/2012,3/29/2012,4/28/2012,5/23/2012,6/22/2012,7/22/2012,8/21/2012,9/20/2012,10/20/2012,11/19/2012,12/19/2012,1/18/2013,2/15/2013,3/17/2013,4/16/2013,5/16/2013,6/15/2013,7/15/2013,8/14/2013,9/13/2013,10/13/2013,11/12/2013,12/12/2013,1/11/2014,2/10/2014,3/12/2014,4/11/2014,5/11/2014,6/10/2014,7/10/2014,8/9/2014,9/8/2014,10/8/2014,11/7/2014,12/7/2014,1/6/2015,2/5/2015,3/7/2015,4/6/2015,5/6/2015,6/5/2015,7/5/2015,8/4/2015,9/3/2015,10/3/2015,11/2/2015,12/2/2015,12/30/2015,1/29/2016,2/28/2016,3/29/2016,4/28/2016,5/25/2016,6/24/2016,7/24/2016,8/23/2016,9/22/2016,10/22/2016,11/21/2016,12/21/2016,1/20/2017,2/17/2017,3/19/2017,4/18/2017,5/18/2017,6/17/2017,7/17/2017,8/16/2017,9/15/2017,10/15/2017,11/14/2017,12/14/2017,1/13/2018,2/12/2018,3/14/2018,4/13/2018,5/13/2018,6/12/2018,7/12/2018,8/11/2018,9/10/2018,10/10/2018,11/9/2018,12/9/2018,1/8/2019,2/7/2019,3/9/2019,4/8/2019,5/8/2019,6/7/2019,7/7/2019,8/6/2019,9/5/2019,10/5/2019,11/4/2019,12/4/2019,1/3/2020,2/2/2020,3/3/2020,4/2/2020,5/2/2020,6/1/2020,7/1/2020,7/31/2020,8/30/2020,9/29/2020,10/29/2020,11/28/2020,12/28/2020,1/27/2021,2/26/2021,3/28/2021,4/27/2021,5/27/2021,6/26/2021,7/26/2021,8/25/2021,9/24/2021
ECL,-0.0828086,0.1200333,0.0590639,0.0138548,0.0425532,0.0245562,-0.0006478,0.0320856,0.0448098,0.0263807,0.0012025,-0.0115598,-0.0344775,0.0970584,0.0037281,0.0257143,0.0281337,0.0325371,0.0474671,0.0398578,0.0761719,-0.0208711,0.0515524,0.0248981,0.0285929,0.0524611,0.0567967,-0.0337311,0.0025282,-0.0240543,0.0993838,-0.0625565,0.0182257,0.0423336,-0.0004543,-0.0057268,0.0572317,-0.0185057,-0.0089868,-0.0767248,-0.0473760,0.0753058,0.0893025,-0.0107007,-0.0186671,0.0134222,-0.0185071,0.0305630,-0.0562782,0.0634935,0.0194401,0.0055089,-0.0313025,-0.0654942,-0.0493186,0.0868844,0.0344518,0.0241078,-0.0181404,0.0293890,0.0240421,-0.0287764,-0.0203962,-0.0153372,0.0387226,-0.0081260,0.0409843,0.0095200,0.0014385,0.0114117,0.0620956,-0.0181264,0.0018158,-0.0102711,0.0259443,-0.0226850,0.0226027,0.0197217,-0.0500657,0.0472495,0.0357274,0.0361949,-0.0084763,-0.0164771,0.0232020,0.0539152,-0.0196958,0.0564949,-0.0296868,-0.0369340,0.0652831,0.0731354,0.0648023,0.0003862,0.0961888,-0.0060377,-0.0041508,0.0437147,-0.0692544,-0.0066454,-0.0313949,0.0295845,0.0644940,-0.0377611,-0.2153465,0.2586751,0.0915309,-0.0421430,-0.0657211,0.0534531,0.0018774,-0.0532287,0.1883492,-0.0335359,-0.0341407,0.0095964,0.0246943,0.0180860,-0.0099812,-0.0369514,0.0523434,0.0225427,-0.0013834
TD,-0.1587695,0.1099971,-0.0579171,0.0549915,0.0323443,0.0463490,0.0472655,-0.0021267,-0.0878621,0.0094488,0.0111804,0.0511700,0.0269080,-0.0050024,-0.0442902,0.0523547,-0.0033325,-0.0089092,0.0029155,-0.0356105,0.0153228,-0.0039584,0.0183805,0.0314634,0.0286120,0.0298851,0.0250000,-0.0291812,0.0109915,-0.0244065,0.0593587,-0.0027909,0.0314316,0.0530161,0.0273538,-0.0019294,0.0121786,-0.0691367,0.0098482,-0.0664364,-0.0226333,-0.0378535,-0.0037028,0.0074332,0.0567212,-0.0462579,-0.0361473,-0.0484216,-0.0219506,0.0234634,0.0299028,-0.0033874,-0.0298873,-0.0444444,0.0216702,0.1042421,0.0377138,0.0047858,-0.0360626,0.0167059,0.0242999,0.0076819,0.0076233,0.0516244,0.0562844,0.0138221,0.0549035,-0.0735433,0.0026460,#N/A,#N/A,0.0322971,-0.0103637,0.0938550,0.0251084,0.0084581,-0.0179976,0.0498221,-0.0406780,0.0335689,-0.0523077,0.0573593,-0.0076766,-0.0024067,0.0174048,0.0220190,-0.0382831,-0.0442874,-0.0636495,-0.0157905,0.0972412,0.0001783,0.0041006,-0.0113636,0.0183190,0.0426808,-0.0493911,-0.0268683,0.0117023,0.0450027,#N/A,#N/A,-0.0265534,-0.0767412,-0.2083908,0.0144315,0.0853569,-0.0042938,0.0049932,#N/A,#N/A,-0.0400348,0.2178150,0.0429927,0.0169522,0.0593087,0.0856386,0.0398230,0.0550257,-0.0210014,-0.0639295,0.0335407,-0.0342144
BAC,-0.3008850,0.2350814,-0.2035139,0.0220588,0.2715827,0.1485149,0.1736453,-0.1490031,-0.1466993,0.1375358,-0.1070529,0.1551481,0.1221001,0.0391730,-0.0062827,0.1791359,-0.0044683,0.0212224,0.0440565,-0.0222930,0.0879479,-0.0112275,0.0507192,0.0518732,-0.0075342,-0.0096618,-0.0020906,0.0649441,0.0773770,0.0176506,0.0334928,-0.0873843,-0.0443881,0.0564035,-0.0301508,-0.0142487,0.0742444,0.0470948,0.0140187,0.0172811,-0.0453001,-0.0527877,0.0125235,-0.0408163,0.0502901,0.0552486,-0.0145433,0.0507674,-0.1044944,-0.0156838,0.0873168,0.0328253,-0.0218015,-0.1706745,-0.1145686,0.0718850,0.1020864,-0.0026738,-0.1286863,0.1053846,0.0681976,0.0162866,0.0750000,0.2122838,0.1131333,0.0004419,0.0835175,-0.0032626,-0.0707856,0.0013210,0.0514512,0.0046006,0.0070774,0.0078545,0.0762920,0.0000000,0.0948933,0.0873651,-0.0038412,0.0327763,-0.0728065,0.0442953,-0.0392031,-0.0377926,0.0594369,0.0111549,-0.0512654,-0.0246238,-0.1318373,0.0302908,0.1070169,0.0247875,0.0079475,0.0215975,-0.0761745,0.0606611,-0.0267123,-0.0105559,0.0067568,0.1444719,0.0231481,0.0527903,-0.0553009,-0.1583258,-0.2587387,0.1147302,0.0732665,-0.0548557,0.0696475,0.0345659,-0.0765346,-0.0096761,0.1962617,0.0699574,-0.0099569,0.1635937,0.1037165,0.0409815,0.0669509,-0.0232667,-0.0825313,0.1054288,-0.0002372
BAX,12/29/1899,0.0243484225,-0.06059591563,-0.04205274412,0.1175595238,0.05292942743,0.0221308884,-0.06897618311,-0.03979591837,12/29/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/29/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/29/1899,12/30/1899,12/30/1899,12/29/1899,12/29/1899,12/29/1899,12/30/1899,12/30/1899,12/29/1899,12/29/1899,12/30/1899,12/30/1899,12/29/1899,12/30/1899,12/29/1899,12/30/1899,12/29/1899,12/29/1899,12/30/1899,12/29/1899,12/30/1899,12/29/1899,12/30/1899,12/30/1899,12/29/1899,12/30/1899,12/30/1899,12/29/1899,12/29/1899,12/30/1899,12/29/1899,12/30/1899,12/29/1899,12/30/1899,12/30/1899,12/30/1899,12/29/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/29/1899,12/29/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/29/1899,12/30/1899,12/29/1899,12/30/1899,12/30/1899,12/30/1899,12/29/1899,12/30/1899,12/29/1899,12/30/1899,12/30/1899,12/29/1899,12/29/1899,12/30/1899,12/29/1899,12/29/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/29/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/29/1899,12/29/1899,12/30/1899,12/30/1899,12/30/1899,12/29/1899,12/29/1899,12/30/1899,12/30/1899,12/29/1899,12/29/1899,12/30/1899,12/29/1899,12/29/1899,12/29/1899,12/30/1899,12/29/1899,12/29/1899,12/30/1899,12/30/1899,12/29/1899,12/29/1899,12/29/1899,12/29/1899,12/30/1899
CMI,-0.1074262,0.2273793,-0.0311777,-0.0862660,0.1968871,0.1552919,-0.0168433,-0.0320074,-0.1197349,-0.1045175,#N/A,#N/A,-0.0569983,-0.0355854,0.0558289,0.0934968,0.0707735,0.0638051,-0.0243268,-0.0429026,0.0270392,0.0151316,0.0105980,0.0871345,0.0483884,0.0029174,-0.0296114,-0.0043044,0.0510267,-0.0229893,0.0755525,-0.0071294,0.0793383,0.0471563,-0.0532544,-0.0671053,0.0012694,-0.0566277,0.0903390,0.0108190,-0.0363772,-0.0291037,0.0205633,-0.0217808,0.0104439,-0.0224663,-0.0393568,-0.0369181,-0.0473810,-0.0688994,-0.0438440,-0.1123900,-0.1114875,#N/A,#N/A,0.1266783,0.0607659,-0.0151423,-0.0235928,0.0695928,0.0632033,-0.0297629,0.0391240,0.0800379,0.0136666,0.0207642,0.0929950,0.0090249,-0.0597576,0.0466671,0.0807429,0.0124314,-0.0707837,0.0702811,0.0538643,-0.0287716,-0.0033704,0.0830614,-0.0919200,-0.0371599,0.0174175,-0.1078884,-0.0088355,-0.0633749,0.0387389,0.0193987,0.0382698,-0.0323955,-0.0473894,0.0066769,0.0905248,0.0562759,0.0325867,0.0132361,-0.0205624,0.0439024,-0.0867148,0.0016839,0.0118971,0.1449201,-0.0063623,#N/A,#N/A,-0.0659341,-0.1274400,0.1596867,0.1030787,0.0065948,0.1305060,0.0723895,0.0272618,0.0213246,0.0631439,-0.0304105,0.0667440,0.0589711,0.0301738,-0.0115396,0.0053136,-0.0691744,-0.0197704,0.0083298,-0.0453306
EXC,-0.0438617,0.0774272,-0.0018022,-0.0212142,-0.0841596,-0.0178751,0.0028198,-0.0028119,-0.0164500,-0.0045859,0.0634146,-0.0453619,-0.0536572,0.0392102,-0.2076547,0.0318602,0.0083001,0.0320189,0.0907903,0.0778443,-0.0336111,-0.1167002,0.0266840,-0.0351823,-0.0088699,-0.0049718,-0.0616256,-0.0095847,-0.0329749,0.0896961,0.0265306,0.1650099,0.0068259,0.0497175,-0.0753498,-0.0654831,0.0414201,0.0714713,0.0541446,-0.0513635,0.0108847,0.0104914,-0.1229508,0.0538941,-0.0115282,-0.0002990,-0.0445707,-0.0059487,-0.0469291,0.0013219,-0.0636964,-0.0363060,0.0139143,0.0678945,0.0649307,0.1333757,-0.0148501,-0.0084870,0.0150531,0.0904333,-0.0776000,0.0182134,-0.0729699,-0.0052067,0.0818966,0.0187820,-0.0036404,-0.0002811,0.0059039,-0.0195640,0.0501710,0.0051574,#N/A,#N/A,0.0547727,0.0685657,-0.0372729,-0.0573389,-0.0337926,0.0177563,0.0134814,0.0521648,0.0037184,#N/A,#N/A,0.0302471,-0.0237562,0.0339761,0.0435169,-0.0342553,0.0603657,0.0197382,0.0110024,-0.0209593,0.0282009,-0.0236236,-0.0729957,0.0643663,0.0070657,-0.0817169,0.0008989,0.0231253,0.0577134,-0.0831950,-0.2152071,0.0222030,0.0956276,-0.0381050,0.0334582,-0.0440300,-0.0430778,0.1370328,0.0226594,0.0277575,-0.0281924,-0.0589956,0.1334197,0.0180571,0.0013471,0.0060538,0.0343214,0.0534368,0.0071589
T,-0.0038911,0.0408381,-0.0112590,0.0434783,-0.0297619,0.0405590,0.0222732,0.0544697,0.0957204,0.0485987,0.0059710,0.0342001,0.0368953,-0.0706378,-0.0408395,0.0026611,-0.0138602,0.0631389,0.0223416,0.0495159,-0.0147601,-0.0433387,-0.0058725,-0.0219409,-0.0129422,-0.0116550,0.0368514,-0.0363947,-0.0174093,-0.0258258,-0.0018496,0.0870908,0.0389205,-0.0445721,0.0217516,-0.0344538,0.0156658,0.0039989,-0.0068279,-0.0295044,-0.0082645,0.0279762,-0.0344528,-0.0005997,0.0015002,0.0356501,0.0300839,-0.0289245,-0.0445344,0.0118039,0.0053844,-0.0014877,0.0317790,0.0379965,0.0246811,0.0676590,-0.0205323,0.0107302,0.0750906,0.0342004,-0.0486726,0.0063647,-0.1033812,0.0238741,0.1224165,-0.0214825,0.0166667,0.0226615,-0.0511551,-0.0571429,0.0252964,-0.0647648,0.0505633,-0.0295579,-0.0250674,-0.0677357,0.1192171,-0.0270270,-0.0095316,0.0181468,-0.0510397,-0.0839499,0.0671016,-0.0617176,-0.0006205,0.0055883,0.0142019,-0.0657534,-0.0254154,0.0458041,-0.0585038,0.0261460,0.0718068,-0.0645261,0.0722772,0.0541705,#N/A,#N/A,0.0493174,0.0326606,-0.0203137,0.0251969,-0.0537634,-0.0178571,-0.2077135,0.0292072,0.0449324,-0.0333010,-0.0107023,0.0077755,-0.0506541,-0.0544170,0.0743647,-0.0069565,0.0206655,-0.0428964,0.0957332,#N/A,#N/A,-0.0313026,-0.0208478,-0.0266146,-0.0109369
BNS,-0.1273415,0.0858617,-0.0425775,-0.0111177,0.0401526,0.0387956,0.0531401,-0.0215243,-0.0769231,0.0223674,-0.0211036,0.0654668,0.0167069,-0.0041994,-0.0166850,0.0926720,-0.0040956,-0.0018884,0.0058480,-0.0340287,0.0141618,-0.0185024,-0.0227636,0.0274795,0.0155863,0.0097663,0.0606218,-0.0363133,0.0003380,-0.0570946,0.0496238,-0.0013654,0.0499060,0.0573010,0.0417244,-0.0251256,-0.0069739,-0.0497710,-0.0433805,-0.0475311,-0.0536061,-0.0320477,-0.0140520,-0.0122999,0.0820320,-0.0259408,-0.0521380,-0.0466957,-0.0711914,-0.0020112,0.0575459,-0.0501800,-0.0880351,-0.0168512,-0.0205681,0.2097500,0.0737756,-0.0296933,-0.0082545,0.0103532,0.0490255,0.0427121,-0.0150625,0.0108169,#N/A,#N/A,0.0834200,-0.0736353,-0.0108865,-0.0450734,0.0879985,0.0369934,-0.0055132,0.0300016,0.0202628,0.0130334,-0.0098024,0.0133024,-0.0674706,0.0351940,-0.0407970,#N/A,#N/A,-0.0142734,0.0120377,-0.0186175,-0.0056209,-0.0533475,-0.0001866,-0.0265024,0.0784126,-0.0371556,-0.0121861,0.0042991,-0.0137726,0.0218909,-0.0474608,0.0490500,0.0308631,0.0397992,-0.0305172,0.0074693,-0.0406002,-0.0415823,-0.2543674,-0.0195675,0.0877101,-0.0159343,0.0088322,0.0510700,-0.0423415,0.0021744,0.1755063,0.0980312,-0.0039223,0.0930058,0.0818322,0.0011101,0.0616189,-0.0301403,-0.0435385,0.0297571,-0.0345205
CNI,-0.1167665,0.2083205,-0.0109666,0.0128932,-0.0399695,0.0188279,0.0320146,0.0754098,0.0197451,0.0267157,0.0195751,0.0767970,-0.0258752,-0.0191964,-0.0268548,0.0699252,0.0421858,0.0495070,-0.0141915,-0.0160178,0.0473934,-0.0363958,0.0308289,-0.0291147,-0.0014280,0.0743616,0.0631299,-0.0186013,-0.0125752,0.0142119,0.0414923,-0.0450813,0.0951510,0.0360902,0.0556362,0.0241369,0.0963604,-0.0717007,0.0199326,-0.0438281,-0.0214908,0.0764859,-0.0400913,-0.0167955,-0.0226757,-0.0856922,-0.0246997,0.0879445,-0.1299426,0.0824629,0.0313188,-0.0361129,-0.0552301,-0.0524358,0.0824453,0.0659758,0.0155541,-0.0924847,-0.0365050,0.1133135,0.0266268,-0.0035298,0.0097028,0.0062538,0.0307716,0.0311765,0.0273835,0.0047446,0.0216667,-0.0014954,0.1056501,0.0264746,-0.0358685,0.0158019,-0.0172709,-0.0006232,0.0093540,#N/A,#N/A,-0.0290138,-0.0032159,0.0705740,0.0447012,0.0301683,0.0256680,-0.0156979,-0.0077430,-0.0016306,-0.0842277,-0.0082803,0.0625562,0.0563346,0.0421149,0.0191083,-0.0169181,0.0279513,-0.0216464,0.0212534,-0.0929562,0.0913049,-0.0423720,0.0266832,0.0182038,-0.0826064,-0.1001409,0.0383562,0.0889559,0.0162686,0.1102407,0.0694345,0.0170205,-0.0548138,0.0648563,0.0340028,-0.0846508,0.0789578,0.0680571,-0.0750257,0.0260185,-0.0473784,-0.0055892,0.0326760,0.0677122
HSY,0.0036138,-0.0186900,0.0078630,0.0710818,-0.0012949,-0.0343598,0.0268546,0.0952926,0.0791459,0.0339185,0.0189928,0.0232985,-0.0073134,-0.0193217,0.0290574,0.0146006,0.0627206,0.0573556,0.0406524,0.0588934,0.0085221,-0.0024461,0.0267499,0.0430960,-0.0469352,0.0211837,0.0359281,-0.0198183,0.0304339,0.0421053,0.0389330,-0.0719275,-0.0211554,0.0082086,-0.0077296,-0.0604487,0.0163608,0.0234936,0.0247609,0.0330810,0.0371411,0.0240999,-0.0548152,0.0148985,-0.0719212,-0.0353503,-0.0214592,0.0436347,-0.0275862,0.0581782,-0.0788564,-0.0312642,0.0497046,-0.0274834,0.0315515,0.0106722,-0.0021772,-0.0001094,0.0723511,0.1327958,0.0187421,-0.1494782,-0.0090474,0.0262357,0.0550159,0.0232626,0.0151443,0.0149184,0.0056959,0.0117841,0.0139039,-0.0535174,-0.0023521,0.0420596,0.0039819,-0.0097350,0.0318587,-0.0447248,-0.0785853,0.0190419,-0.0562549,-0.0356398,0.0090772,0.0029985,0.0469784,0.0647563,-0.0064170,0.0466551,-0.0133542,-0.0061607,0.0046022,0.0414174,0.0438100,0.0738798,0.1053180,0.0042026,0.0849989,0.0660371,-0.0162196,-0.1088776,0.0685263,-0.0326319,0.0646427,-0.0075008,-0.1157079,-0.0330067,0.0394667,-0.0462508,0.1175069,0.0222131,-0.0501211,-0.0237977,0.0729885,0.0264386,-0.0369565,-0.0036938,0.1062822,-0.0150189,0.0928738,0.0062842,0.0198235,-0.0134831,-0.0088838
K,-0.0201964,0.0251513,-0.0931562,0.0286819,-0.0217520,0.0578128,0.0202561,-0.0528189,-0.0059172,-0.0283730,-0.0371656,0.0899258,-0.0023351,0.0144334,0.0524899,0.0257581,0.0366874,0.0480449,0.0419943,0.0427103,0.0135510,-0.0173200,0.0284477,-0.0165364,-0.0730663,-0.0057718,0.0291922,-0.0227236,-0.0034631,-0.0182029,0.0461824,0.0581601,0.0417174,-0.0052616,-0.0320306,-0.0314208,0.0098731,-0.0515208,0.0415576,0.0380145,-0.0246671,0.0400310,-0.0660898,0.0547923,-0.0457368,-0.0247580,0.0209927,0.0758687,-0.0025185,0.0108421,0.0374669,-0.0243592,0.0642722,0.0034158,0.0078976,0.0347203,-0.0014362,-0.0138522,0.0326421,0.0818759,-0.0098192,-0.0540573,-0.0503707,-0.0119817,-0.0032702,-0.0128503,0.0127813,0.0285322,-0.0266738,-0.0397369,0.0239726,-0.0698161,0.0497378,-0.0249750,-0.0938232,0.0528186,-0.0019945,0.0136818,0.0171368,0.0287759,-0.0860870,-0.0223597,0.0658556,0.0756354,0.0046689,0.0423884,-0.0714672,-0.0541248,-0.0724504,-0.0399668,-0.0354120,-0.0302650,0.0618652,-0.0043478,-0.0220087,-0.0100018,0.1123940,0.0191372,-0.0025461,0.0140396,0.0341410,0.0345352,0.0123529,-0.0899187,-0.0212291,0.0383235,0.0383226,-0.0027227,0.0464129,0.0278301,-0.1053448,-0.0056747,0.0131579,-0.0245658,0.0003208,-0.0745670,0.1254549,-0.0434180,0.0548849,-0.0172414,-0.0180096,0.0115415,-0.0031260
LMT,-0.0258727,0.0666105,0.0296443,0.0351887,0.0137206,0.0815754,0.0104848,0.0101529,-0.0793107,0.0239952,0.0182777,0.0792774,-0.0279318,0.0174380,-0.0246847,0.0268568,0.0114089,-0.0607162,0.0510982,0.0422261,0.0804072,0.0410577,0.0563406,0.0808779,0.0293642,0.0019646,0.0763137,0.0054653,0.0937817,0.0202756,0.0641642,-0.0612718,0.0851645,0.0025162,-0.0547389,0.0503856,0.0518808,0.0090405,0.0555713,0.0198764,-0.0076376,0.0300425,0.0292693,0.0039551,-0.0683190,0.0133811,-0.0070776,0.1145806,-0.0206653,0.0318226,0.0418457,-0.0074799,0.0029202,-0.0400364,0.0227014,0.0230317,0.0541765,0.0642510,-0.0047334,0.0664164,-0.0229638,-0.0125325,-0.0586327,0.1346485,#N/A,#N/A,0.0443972,0.0251743,-0.0119472,-0.0054320,0.0560377,0.0219270,0.0600021,-0.0114454,0.0550447,-0.0163040,0.0104226,0.0413236,0.0475599,-0.0408606,0.0329233,-0.0686515,-0.0122853,-0.0058700,0.0010533,0.0296837,0.0427311,#N/A,#N/A,-0.0956099,0.1121281,0.0142272,0.0041393,0.0933063,0.0629900,0.0392703,-0.0065009,0.0500845,-0.0035571,-0.0242326,0.0269707,0.0758230,0.0244598,-0.1096117,-0.0621092,0.0740197,0.0231481,-0.0733752,0.0514677,0.0297913,-0.0038948,-0.0933786,0.0356373,-0.0296438,-0.0611836,-0.0067968,0.1288115,0.0011535,0.0379669,-0.0188957,-0.0316258,-0.0252683,-0.0257282
NVDA,-0.1114458,0.2542373,0.0567568,-0.1125320,0.0662824,0.0351351,-0.0052219,-0.1469816,-0.0604230,0.0450161,0.0000000,0.1230769,-0.0684932,#N/A,#N/A,0.0821918,-0.0379747,0.0529801,-0.0125786,0.0318471,0.1296296,-0.0109290,0.0082873,0.0301370,0.0505319,-0.0202532,0.0155039,-0.0381679,0.0158730,0.0364583,0.1507538,-0.0109170,0.0242826,0.0323276,-0.0083507,-0.0063158,0.0487288,-0.0767677,0.0831510,0.0505051,-0.0769231,0.0666667,0.1035156,-0.0407080,0.0202952,0.0072333,-0.0951526,0.0099206,0.0943026,0.1418312,0.1289308,0.1323120,0.0529634,-0.1233533,0.0710383,0.1288265,#N/A,0.2392975,0.0124004,0.2178478,0.1300287,0.0336936,0.0873309,0.3150452,0.1380645,-0.0173847,0.0415695,0.0205147,-0.0928363,0.3404512,0.1821461,0.0439868,0.0056016,0.0905788,0.0988230,0.0822555,-0.1294118,0.1803947,0.0359804,0.0908613,-0.0693037,0.1029717,0.0283521,-0.0432597,0.0194237,0.0726222,-0.1057076,-0.1628134,-0.2615714,-0.0792731,0.0540618,0.0930801,#N/A,#N/A,-0.1632935,0.0802639,-0.0307888,0.1798372,0.0253672,0.1421441,-0.0051302,0.1271963,0.0179600,0.1063582,-0.0391154,0.1401284,0.2092832,0.0822167,0.1138510,0.2600094,-0.0111402,-0.0152729,0.0289466,-0.0373853,0.0013953,0.0616969,-0.0559242,0.1879827,0.0068912,0.2903538,-0.0345759,0.1512906,-0.0059425
CM,-0.1325981,#N/A,#N/A,0.0141536,0.0395191,0.0300412,-0.0098077,-0.0178548,-0.0683934,0.0236027,-0.0053756,0.0933011,0.0349941,-0.0121921,-0.0061076,0.0660607,0.0054041,-0.0049167,-0.0326585,-0.0504547,0.0101023,-0.0132485,-0.0388311,0.0423172,0.0310078,0.0249777,0.0625389,-0.0148608,-0.0291008,-0.0299731,0.0866440,0.0098654,0.0222963,-0.0021360,0.0351510,-0.0069656,0.0581982,-0.0578975,0.0002199,-0.0269290,-0.0857336,-0.0767235,0.0020072,-0.0149573,0.0688720,-0.0352613,-0.0456219,-0.0279653,0.0195578,0.0408674,0.0209669,-0.0121648,-0.1155585,-0.0249587,0.0222051,0.1235480,0.0876745,0.0045529,-0.0297117,-0.0216686,0.0436340,0.0003812,-0.0443343,0.0394789,0.0670077,0.0057526,0.0651341,-0.0139388,-0.0444596,-0.0703889,0.0369610,0.0523515,-0.0034106,0.0372905,0.0201365,-0.0141630,0.0617647,0.0487961,-0.0756806,0.0023079,-0.0419956,0.0384571,-0.0242478,-0.0049701,0.0331479,0.0281288,-0.0292829,-0.0406253,-0.0856094,-0.0188253,0.0671527,0.0064725,-0.0214362,0.0096142,-0.0613549,0.0182355,-0.0522134,0.0389887,0.0398309,0.0628156,0.0079963,-0.0454127,-0.0238468,-0.0621838,-0.2675964,0.0407760,0.1558509,-0.0120950,0.0482164,0.1441961,-0.0604915,-0.0068410,0.1372231,0.0166271,-0.0008178,0.0776336,0.0686774,0.0413198,0.1437067,-0.0230159,0.0030538,0.0453201,-0.0409420
EW,-0.0821256,0.1026316,-0.1241050,0.0699364,0.1078098,-0.0636015,-0.0057283,0.1382716,0.1373671,0.2171100,-0.0106320,-0.0083582,0.0385310,-0.1640580,-0.0173370,0.0818631,0.0280496,-0.0545335,-0.0590688,0.0457903,-0.1920904,0.0270979,-0.0434043,0.0791815,-0.0156636,0.0460637,-0.1505204,-0.0320452,0.1158715,-0.0253054,0.1020591,-0.0121852,0.1817434,-0.0640223,0.0921933,0.0721579,0.0469841,0.0782292,0.1507312,0.0762463,-0.0386013,0.0614077,-0.0066756,0.0443548,-0.1106821,0.0684998,0.0920993,0.0293510,-0.0791165,0.0859137,0.0542169,0.0339048,-0.0283401,-0.0125000,#N/A,#N/A,0.2065474,-0.0747430,-0.0387387,0.1093408,0.0996902,0.0317542,-0.0317697,-0.2378877,0.0252270,0.0446194,-0.0632634,0.0484788,0.0073342,0.1813865,0.0613612,#N/A,#N/A,-0.0179128,-0.0438805,-0.0309649,0.0870185,0.0503937,0.0569715,0.1111111,-0.0223404,0.0015234,0.0758366,-0.0090891,-0.0684876,0.0382932,-0.0147524,0.0921925,0.0569918,-0.0574393,0.1155888,0.0193833,0.0862576,-0.0569701,0.0339183,0.0159948,0.1391165,0.0575377,0.0009335,0.0448974,0.0462833,-0.0591031,-0.0505116,-0.0516983,-0.1136364,0.1194417,0.0766889,-0.0709573,0.1363768,0.0947583,-0.0877213,-0.0689567,0.1505966,0.0797473,-0.0633694,-0.0205092,-0.0080626,0.1664443,-0.0187207,#N/A,#N/A,0.0746625,0.0260639
SPGI,-0.0387485,0.0640961,0.0047059,0.0531616,0.0297976,0.0107968,0.0164495,0.0334174,-0.0839104,-0.0406847,0.0674392,0.0605732,0.1138178,0.0231575,-0.0844261,0.0706298,-0.0042148,-0.1630981,0.0765295,0.0748088,0.0671025,-0.0081081,0.0681199,0.0464286,0.0034130,0.0996113,0.0483134,0.0118027,0.0641578,0.0353647,0.0323922,-0.1212306,0.1040567,0.0621618,-0.0325791,-0.0362479,0.0825921,-0.0179577,0.0749373,0.0206805,-0.0650327,0.1170919,0.0791615,0.0100512,-0.0050713,-0.0186574,-0.0042140,-0.0051176,-0.0727075,-0.0357371,0.0205775,0.0560434,0.0351405,-0.1486081,0.0555163,0.1083129,0.0819425,0.0784219,-0.0639101,0.1250240,0.0350802,0.0458481,-0.0172672,-0.0233472,-0.0823955,0.0384960,0.1397727,-0.0053685,0.0063999,0.0530953,0.0869407,0.0007363,0.0184603,0.0113614,0.0549351,-0.0194509,0.0520402,0.0491676,0.0257635,0.0666445,-0.0084208,0.0435626,0.0422967,0.0157116,-0.0484935,0.0384980,-0.1252341,0.0225065,-0.0920707,0.0361282,0.1128231,0.0114872,0.0831981,0.0050550,0.0462907,0.0343615,0.0577908,0.0773330,-0.0726881,0.0438146,0.0472810,0.0314758,0.0677476,-0.0525248,-0.1385022,0.1840971,0.1453267,0.0220593,0.0470226,0.0461670,-0.0257628,-0.0875119,0.0799411,-0.0959122,-0.0369136,0.0752857,0.0983119,0.0619229,-0.0093716,0.0795186,0.0063291,0.0591437,0.0347836
